Name,Year,Author,ISBN-10,Pages,Language,File size,File format,Category,Links
Jakarta Struts Pocket Reference,2003,Brian Keeton,9780596005191,144,English,1.1 MB,PDF,Java,http://file.allitebooks.com/20190427/Jakarta Struts Pocket Reference.pdf
Design – Build – Run,2009,Dave Ingram,0470257636,720,English,11.1 MB,PDF,Programming,http://file.allitebooks.com/20190427/Design - Build - Run.pdf
"Programming ColdFusion MX, 2nd Edition",2003,Rob Brooks-Bilson,9780596003807,1000,English,10.1 MB,PDF,Programming,"http://file.allitebooks.com/20190427/Programming ColdFusion MX, 2nd Edition.pdf"
Natural Language Processing in Action,2019,Cole Howard,1617294632,544,English,10.6 MB,PDF,C & C++,http://file.allitebooks.com/20190425/Natural Language Processing in Action.pdf
"R Quick Syntax Reference, 2nd Edition",2019,Margot Tollefson,1484244044,365,English,3 MB,"PDF, ePub",Programming,"http://file.allitebooks.com/20190425/R Quick Syntax Reference, 2nd Edition.pdf , http://file.allitebooks.com/20190425/R Quick Syntax Reference, 2nd Edition.epub"
SharePoint 2019 For Dummies,2019,Ken Withee,1119550653,416,English,36.9 MB,PDF,Office,http://file.allitebooks.com/20190424/SharePoint 2019 For Dummies.pdf
A Developer’s Guide to Amazon SimpleDB,2010,Mocky Habeeb,0321623630,288,English,2.9 MB,PDF,Datebases,http://file.allitebooks.com/20190424/A Developer's Guide to Amazon SimpleDB.pdf
Machinima For Dummies,2007,Hugh Hancock,0470096918,403,English,8 MB,PDF,Game Programming,http://file.allitebooks.com/20190424/Machinima For Dummies.pdf
React Native in Action,2019,Nader Dabit,1617294055,320,English,8 MB,PDF,C#,http://file.allitebooks.com/20190423/React Native in Action.pdf
"CompTIA A+ Complete Review Guide, 4th Edition",2019,Troy McMillan,1119516951,704,English,50.6 MB,PDF,Hardware & DIY,"http://file.allitebooks.com/20190423/CompTIA Aplus Complete Review Guide, 4th Edition.pdf"
OpenNebula 3 Cloud Computing,2012,Giovanni Toraldo,1849517460,314,English,4.4 MB,PDF,Networking & Cloud Computing,http://file.allitebooks.com/20190422/OpenNebula 3 Cloud Computing.epub
The Debian System,2005,Martin F. Krafft,1593270690,608,English,4.4 MB,PDF,Linux & Unix,http://file.allitebooks.com/20190422/The Debian System.pdf
WebGL Beginner’s Guide,2012,Brandon Jones,184969172X,376,English,11.9 MB,PDF,Graphics & Design,http://file.allitebooks.com/20190421/WebGL Beginner's Guide.pdf
SAS For Dummies,2007,Chris Hemedinger,0471788325,408,English,12.6 MB,PDF,Data Mining,http://file.allitebooks.com/20190421/SAS For Dummies.pdf
Flash CS4 For Dummies,2008,Ellen Finkelstein,0470381191,400,English,14.7 MB,PDF,Flash,http://file.allitebooks.com/20190421/Flash CS4 For Dummies.pdf
Dreamweaver CS4 For Dummies,2008,Janine Warner,0470345020,456,English,10.9 MB,PDF,Dreamweaver,http://file.allitebooks.com/20190421/Dreamweaver CS4 For Dummies.pdf
The Go Programming Language Phrasebook,2012,David Chisnall,0321817141,288,English,1.2 MB,ePub,Programming,http://file.allitebooks.com/20190420/The Go Programming Language Phrasebook.epub
Programming in Go,2012,Mark Summerfield,0321774639,4962,English,23.8 MB,ePub,Programming,http://file.allitebooks.com/20190420/Programming in Go.epub
OpenLayers Cookbook,2012,Perez Antonio Santiago,1849517843,300,English,11 MB,ePub,Web Development,http://file.allitebooks.com/20190420/OpenLayers Cookbook.epub
"Moodle 2 for Teaching 7-14 Year Olds Beginner’s Guide, 2nd Edition",2012,Mary Cooch,1849518327,258,English,11.5 MB,PDF,Computers & Technology,"http://file.allitebooks.com/20190420/Moodle 2 for Teaching 7-14 Year Olds Beginner's Guide, 2nd Edition.pdf"
Practical Computer Vision with SimpleCV,2012,Anthony Oliver,9781449320362,254,English,11 MB,ePub,Python,http://file.allitebooks.com/20190420/Practical Computer Vision with SimpleCV.epub
Adobe Creative Suite 3 Web Premium All-in-One Desk Reference For Dummies,2007,Andy Cowitt,0470120991,912,English,25.5 MB,PDF,Graphics & Design,http://file.allitebooks.com/20190418/Adobe Creative Suite 3 Web Premium All-in-One Desk Reference For Dummies.pdf
Postfix: The Definitive Guide,2003,Kyle D. Dent,0596002122,280,English,7.9 MB,PDF,Datebases,http://file.allitebooks.com/20190418/Postfix The Definitive Guide.pdf
Learn RStudio IDE,2019,Matthew Campbell,1484245105,153,English,6.9 MB,"PDF, ePub",Data Mining,"http://file.allitebooks.com/20190418/Learn RStudio IDE.pdf , http://file.allitebooks.com/20190418/Learn RStudio IDE.epub"
Cython,2015,Kurt W. Smith,1491901551,254,English,4.3 MB,PDF,Python,http://file.allitebooks.com/20190417/Cython.pdf
Linux Kernel in a Nutshell,2006,Greg Kroah-Hartman,0596100795,202,English,3.6 MB,ePub,Linux & Unix,http://file.allitebooks.com/20190417/Linux Kernel in a Nutshell.epub
Civic Apps Competition Handbook,2012,Kate Eyler-Werve,9781449322649,78,English,6.5 MB,PDF,Cloud Computing,http://file.allitebooks.com/20190417/Civic Apps Competition Handbook.pdf
TCL / TK in a Nutshell,1999,Jeff Tranter,1565924339,456,English,1.5 MB,PDF,Linux & Unix,http://file.allitebooks.com/20190417/TCL  TK in a Nutshell.pdf
Pro Windows Embedded Compact 7,2011,Abraham Kcholi,1430241799,288,English,10 MB,PDF,C#,http://file.allitebooks.com/20190415/Pro Windows Embedded Compact 7.pdf
"Advanced Perl Programming, 2nd Edition",2005,Simon Cozens,9780596004569,300,English,2.9 MB,ePub,Perl,"http://file.allitebooks.com/20190415/Advanced Perl Programming, 2nd Edition.epub"
RapidWeaver 5 Beginner’s Guide,2012,Joe Workman,184969205X,362,English,14.5 MB,PDF,Web Development,http://file.allitebooks.com/20190415/RapidWeaver 5 Beginner's Guide.pdf
Blockchain For Dummies 2nd Edition,2019,Tiana Laurence,1119555019,256,English,3.5 MB,PDF,Big Data,http://file.allitebooks.com/20190414/Blockchain For Dummies 2nd Edition.epub
"Coding For Kids For Dummies, 2nd Edition",2019,Camille McCue Ph.D,1119555167,368,English,49.5 MB,PDF,Programming,"http://file.allitebooks.com/20190414/Coding For Kids For Dummies, 2nd Edition.pdf"
Practical Shader Developmen,2019,Kyle Halladay,1484244567,381,English,12.1 MB,"PDF, ePub",Game Programming,"http://file.allitebooks.com/20190414/Practical Shader Developmen.pdf , http://file.allitebooks.com/20190414/Practical Shader Developmen.epub"
Customizing Dynamics 365,2019,Sanjaya Yapa,1484243781,314,English,18 MB,"PDF, ePub",C & C++,"http://file.allitebooks.com/20190414/Customizing Dynamics 365.pdf , http://file.allitebooks.com/20190414/Customizing Dynamics 365.epub"
Unreal for Mobile and Standalone VR,2019,Cornel Hillmann,1484243595,324,English,21 MB,"PDF, ePub",Programming,"http://file.allitebooks.com/20190414/Unreal for Mobile and Standalone VR.pdf , http://file.allitebooks.com/20190414/Unreal for Mobile and Standalone VR.epub"
A Tester’s Guide to .NET Programming,2006,Joe Sweeney,9781590596005,606,English,19.7 MB,PDF,Programming,http://file.allitebooks.com/20190412/A Tester's Guide to .NET Programming.pdf
802.11n: A Survival Guide,2012,Matthew S. Gast,9781449312046,144,English,11.4 MB,PDF,Wireless Networks,http://file.allitebooks.com/20190411/802.11n A Survival Guide.pdf
Taking Your Kindle Fire to the Max,2012,Mark Rollins,1430242639,320,English,79.5 MB,PDF,Programming,http://file.allitebooks.com/20190410/Taking Your Kindle Fire to the Max.pdf
Taking Your OS X Lion to the Max,2011,Dave Caolo,143023668X,256,English,MB,PDF,Macintosh,http://file.allitebooks.com/20190410/
Mastering LOB Development for Silverlight 5,2012,Braulio Díez,1849683549,430,English,18.6 MB,PDF,.NET,http://file.allitebooks.com/20190410/Mastering LOB Development for Silverlight 5.pdf
WordPress Plugin Development Cookbook,2012,Yannick Lefebvre,1849517681,318,English,4.1 MB,PDF,CMS,http://file.allitebooks.com/20190410/WordPress Plugin Development Cookbook.pdf
Teach Yourself VISUALLY Photoshop Elements 13,201,Richard Wentk,1118964667,384,English,31.5 MB,PDF,Photoshop,http://file.allitebooks.com/20190409/Teach Yourself VISUALLY Photoshop Elements 13.pdf
Managing Virtual Infrastructure with Veeam® ONE™,2014,Kevin L. Sapp,178217379X,106,English,5.3 MB,"PDF, ePub",Operating Systems,"http://file.allitebooks.com/20190409/Managing Virtual Infrastructure with Veeam ONE.pdf , http://file.allitebooks.com/20190409/Managing Virtual Infrastructure with Veeam ONE.epub"
Instant MapReduce Patterns – Hadoop Essentials How-to,2013,Srinath Perera,1782167706,60,English,0.7 MB,PDF,Data Processing,http://file.allitebooks.com/20190409/Instant MapReduce Patterns.pdf
Enterprise Development with Flex,2010,Anatole Tartakovsky,059615416X,688,English,11.9 MB,PDF,XML,http://file.allitebooks.com/20190408/Enterprise Development with Flex.pdf
cPanel User Guide and Tutorial,2006,Aric Pedersen,1904811922,208,English,6.7 MB,PDF,Web Servers,http://file.allitebooks.com/20190408/cPanel User Guide And Tutorial.pdf
Visual Studio Code Distilled,2019,Alessandro Del Sole,1484242238,232,English,7.7 MB,"PDF, ePub",Programming,"http://file.allitebooks.com/20190407/Visual Studio Code Distilled.pdf , http://file.allitebooks.com/20190407/Visual Studio Code Distilled.epub"
HTML5 in Action,2014,Ash Blue,1617290491,466,English,18.8 MB,PDF,"HTML, HTML5 & CSS",http://file.allitebooks.com/20190407/HTML5 in Action.pdf
"Pro JSF and HTML5, 2nd Edition",2013,Allan Lykke Christensen,9781430250104,412,English,6.8 MB,"PDF, ePub",Java,"http://file.allitebooks.com/20190406/Pro JSF and HTML5, 2nd Edition.pdf , http://file.allitebooks.com/20190406/Pro JSF and HTML5, 2nd Edition.epub"
Professional SQL Server 2005 Performance Tuning,2008,Arindam Sen,0470176393,551,English,14 MB,PDF,Programming,http://file.allitebooks.com/20190406/Professional SQL Server 2005 Performance Tuning.pdf
Use Case Driven Object Modeling with UML,2008,Don Rosenberg,1590597745,438,English,20.3 MB,PDF,Programming,http://file.allitebooks.com/20190404/Use Case Driven Object Modeling with UML.pdf
"SQL For Dummies, 6th Edition",2006,Allen G. Taylor,047004652X,432,English,3.8 MB,PDF,SQL,"http://file.allitebooks.com/20190404/SQL For Dummies, 6th Edition.pdf"
SharePoint 2010 development for dummies,2011,Ken Withee,0470888687,412,English,24 MB,PDF,Office,http://file.allitebooks.com/20190403/SharePoint 2010 development for dummies.pdf
Dart: Up and Running,2012,Kathy Walrath,9781449330897,158,English,5.1 MB,"PDF, ePub",Programming,"http://file.allitebooks.com/20190403/Dart Up and Running.pdf , http://file.allitebooks.com/20190403/Dart Up and Running.epub"
Getting Started with Eclipse Juno,2013,Rafael Medeiros Teixeira,1782160949,256,English,6.5 MB,PDF,Java,http://file.allitebooks.com/20190403/Getting Started with Eclipse Juno.pdf
HTTP/2 in Action,2019,Barry Pollard,1617295167,416,English,20.9 MB,PDF,JavaScript,http://file.allitebooks.com/20190402/HTTP2 in Action.pdf
The IoT Hacker’s Handbook,2019,Aditya Gupta,1484242998,320,English,18.5 MB,"PDF, ePub",Security,"http://file.allitebooks.com/20190401/The IoT Hacker's Handbook.pdf , http://file.allitebooks.com/20190401/The IoT Hacker's Handbook.epub"
Learn Microsoft Visual Studio App Center,2019,Sunny Mukherjee,1484243811,330,English,14.1 MB,"PDF, ePub",Programming,"http://file.allitebooks.com/20190401/Learn Microsoft Visual Studio App Center.pdf , http://file.allitebooks.com/20190401/Learn Microsoft Visual Studio App Center.epub"
PowerShell and Python Together,2019,Chet Hosmer,1484245032,216,English,10.6 MB,"PDF, ePub",Python,"http://file.allitebooks.com/PowerShell and Python Together.pdf , http://file.allitebooks.com/PowerShell and Python Together.epub"
Apache Solr Search Patterns,2015,Jayant Kumar,1783981849,250,English,6 MB,PDF,Algorithms,http://file.allitebooks.com/20190401/Apache Solr Search Patterns.pdf
RxJava Essentials,2015,Ivan Morgillo,1784399108,132,English,6 MB,"PDF, ePub",Java,"http://file.allitebooks.com/20190331/RxJava Essentials.pdf , http://file.allitebooks.com/20190331/RxJava Essentials.epub"
Professional Eclipse 3 for Java Developers,2004,Berthold Daum,9780470020050,600,English,4 MB,PDF,Java,http://file.allitebooks.com/20190331/Professional Eclipse 3 for Java Developers.pdf
Oracle DBA Mentor,2019,Brian Peasland,148424320X,451,English,13.4 MB,"PDF, ePub",Oracle,"http://file.allitebooks.com/20190330/Oracle DBA Mentor.pdf , http://file.allitebooks.com/20190330/Oracle DBA Mentor.epub"
"Pro Oracle Database 18c Administration, 3rd Edition",2019,Darl Kuhn,1484244230,986,English,9.4 MB,"PDF, ePub",Oracle,"http://file.allitebooks.com/20190330/Pro Oracle Database 18c Administration, 3rd Edition.pdf , http://file.allitebooks.com/20190330/Pro Oracle Database 18c Administration, 3rd Edition.epub"
Network Warrior,2007,Gary A. Donahue,0596101511,576,English,18.6 MB,PDF,Certification,http://file.allitebooks.com/20190330/Network Warrior.pdf
"Pro VB 2008 and the .NET 3.5 Platform, 3rd Edition",2011,Andrew Troelsen,1590598229,1377,English,10.7 MB,PDF,Visual Basic,"http://file.allitebooks.com/20190329/Pro VB 2008 and the .NET 3.5 Platform, 3rd Edition.pdf"
Google App Inventor,2011,Ralph Roberts,9781849692120,356,English,18.4 MB,PDF,Graphics & Design,http://file.allitebooks.com/20190329/Google App Inventor.pdf
Cognitive Computing Recipes,2019,Adnan Hashmi,1484241053,417,English,23.8 MB,"PDF, ePub",C & C++,"http://file.allitebooks.com/20190329/Cognitive Computing Recipes.pdf , http://file.allitebooks.com/20190329/Cognitive Computing Recipes.epub"
LEGO Wind Energy,2019,Elias Koch,1484244389,147,English,7.1 MB,"PDF, ePub",Hardware & DIY,"http://file.allitebooks.com/20190329/LEGO Wind Energy.pdf , http://file.allitebooks.com/20190329/LEGO Wind Energy.epub"
Make Your Own Twine Games!,2019,Anna Anthropy,1593279388,144,English,26.1 MB,ePub,Game Programming,http://file.allitebooks.com/20190329/Make Your Own Twine Games.epub
Cascading style sheets 2.0,2001,Eric A. Meyer,0072131780,368,English,2.4 MB,PDF,"HTML, HTML5 & CSS",http://file.allitebooks.com/20190328/Cascading style sheets 2.0.pdf
Macromedia Studio 8 All-in-One Desk Reference For Dummies,2006,Andy Cowitt,076459690X,888,English,19.9 MB,PDF,Web Development,http://file.allitebooks.com/20190328/Macromedia Studio 8 All-in-One Desk Reference For Dummies.pdf
The Microsoft Outlook Ideas Book,2006,Barbara March,1904811701,144,English,3.2 MB,PDF,Windows & PC,http://file.allitebooks.com/20190328/The Microsoft Outlook Ideas Book.pdf
"iText in action, Second Edition",2010,Bruno Lowagie,9781935182610,700,English,20.1 MB,PDF,Java,"http://file.allitebooks.com/20190328/iText in action, Second Edition.pdf"
Getting Started with SBT for Scala,2013,Shiti Saxena,1783282673,86,English,10.2 MB,PDF,Java,http://file.allitebooks.com/20190328/Getting Started with SBT for Scala.pdf
"WordPress All-In-One For Dummies, 4th Edition",2019,Lisa Sabin-Wilson,1119553156,864,English,50.2 MB,PDF,CMS,"http://file.allitebooks.com/20190327/WordPress All-In-One For Dummies, 4th Edition.pdf"
Professional Outlook 2007 Programming,2007,Ken Slovak,0470049944,454,English,5.5 MB,PDF,Mail Servers,http://file.allitebooks.com/20190327/Professional Outlook 2007 Programming.pdf
Learning MCollective,2014,Jo Rhett,1491945672,284,English,3.5 MB,"PDF, ePub",Network Administration,"http://file.allitebooks.com/20190326/Learning MCollective.pdf , http://file.allitebooks.com/20190326/Learning MCollective.epub"
Spring 2.5 Aspect Oriented Programming,2009,Massimiliano Dessì,1847194028,332,English,8.3 MB,PDF,Web Development,http://file.allitebooks.com/20190326/Spring 2.5 Aspect Oriented Programming.pdf
"Dependency Injection Principles, Practices, and Patterns",2019,Mark Seemann,161729473X,552,English,14.2 MB,PDF,ASP.NET,"http://file.allitebooks.com/20190325/Dependency Injection Principles, Practices, and Patterns.pdf"
Beginning MySQL,2005,Geoff Moes,0764579509,864,English,12 MB,PDF,MySQL,http://file.allitebooks.com/20190325/Beginning MySQL.pdf
Professional LAMP,2005,Elizabeth Naramore,076459723X,379,English,7.2 MB,PDF,MySQL,http://file.allitebooks.com/20190324/Professional LAMP.pdf
"The Well-Grounded Rubyist, 3rd Edition",2019,David A. Black,1617295213,584,English,4.5 MB,PDF,Ruby,"http://file.allitebooks.com/20190323/The Well-Grounded Rubyist, 3rd Edition.pdf"
"Pro Python 3, 3rd Edition",2019,J. Burton Browning,1484243846,480,English,6 MB,"PDF, ePub",Python,"http://file.allitebooks.com/20190322/Pro Python 3, 3rd Edition.pdf , http://file.allitebooks.com/20190322/Pro Python 3, 3rd Edition.epub"
PySpark SQL Recipes,2019,Raju Kumar Mishra,148424334X,323,English,4.6 MB,"PDF, ePub",Python,"http://file.allitebooks.com/20190322/PySpark SQL Recipes.pdf , http://file.allitebooks.com/20190322/PySpark SQL Recipes.epub"
Arch Linux Environment set-up How-To,2012,Ike Devolder,1849519722,68,English,1.7 MB,PDF,Linux & Unix,http://file.allitebooks.com/20190322/Arch Linux Environment set-up How-To.pdf
Mastering Apache Camel,2015,Jean-Baptiste Onofré,1782173153,240,English,7.2 MB,"PDF, ePub",Java,"http://file.allitebooks.com/20190321/Mastering Apache Camel.pdf , http://file.allitebooks.com/20190321/Mastering Apache Camel.epub"
Pro ASP.NET 2.0 Website Programming,2005,Damon Armstrong,1590595467,674,English,12.4 MB,PDF,ASP.NET,http://file.allitebooks.com/20190320/Pro ASP.NET 2.0 Website Programming.pdf
Kivy Cookbook,2015,Hugo Solis,1783987383,246,English,9.4 MB,"PDF, ePub",Python,"http://file.allitebooks.com/20190320/Kivy Cookbook.pdf , http://file.allitebooks.com/20190320/Kivy Cookbook.epub"
